EmployerName,EmployeeID,ContributionAmount,ContributionDate,PlanID
Employer_44,2500,1748.81,2023-01-10,P0015
Employer_13,3316,410.25,2023-01-09,P0040
Employer_45,1769,1870.04,2024-12-13,P0019
Employer_10,1015,1899.69,2023-12-18,P0047
Employer_36,1605,1756.79,2025-04-16,P0050
Employer_9,2381,576.26,2023-05-04,P0011
Employer_27,1812,1730.54,2024-03-08,P0041
Employer_34,2990,1045.51,2024-12-11,P0033
Employer_1,3529,1230.37,2023-05-16,P0041
Employer_32,1894,1697.14,2024-05-04,P0060
Employer_25,2567,156.21,2023-03-14,P0023
Employer_29,3316,789.59,2023-08-23,P0012
Employer_7,1413,1649.82,2024-01-28,P0002
Employer_49,1024,1646.51,2023-04-02,P0043
Employer_3,3004,1712.51,2025-01-18,P0021
Employer_20,1315,421.51,2025-04-05,P0014
Employer_20,1570,1441.18,2023-04-15,P0034
Employer_30,1724,378.36,2023-04-16,P0015
Employer_35,2849,1591.69,2023-11-17,P0021
Employer_35,2299,565.74,2024-01-12,P0023
Employer_49,2953,1501.85,2023-11-03,P0021
Employer_39,1388,964.5,2023-05-21,P0050
Employer_27,3769,1973.9,2024-01-27,P0059
Employer_26,1443,1201.8,2025-03-03,P0014
Employer_14,3744,1301.9,2025-04-12,P0021
Employer_17,1970,799.51,2025-02-10,P0060
Employer_18,3768,1495.59,2023-05-17,P0012
Employer_45,3415,1040.28,2024-10-18,P0042
Employer_29,2964,134.33,2024-11-24,P0046
Employer_20,3389,1256.31,2023-05-27,P0054
Employer_27,2828,1677.87,2023-03-12,P0047
Employer_18,1303,549.92,2024-06-27,P0005
Employer_4,1763,520.02,2024-07-30,P0002
Employer_1,2973,1256.88,2023-01-09,P0022
Employer_50,1815,1654.16,2024-09-16,P0006
Employer_1,3159,574.28,2024-10-27,P0044
Employer_26,1877,1871.3,2023-06-18,P0002
Employer_45,3977,1862.04,2024-03-26,P0029
Employer_20,1702,481.02,2023-12-26,P0036
Employer_23,3893,601.19,2025-01-09,P0007
Employer_10,1943,1431.14,2023-08-07,P0016
Employer_11,3326,1908.29,2024-10-05,P0033
Employer_41,3429,1448.78,2025-02-05,P0033
Employer_41,3060,945.31,2023-06-05,P0014
Employer_5,1302,421.1,2024-02-26,P0043
Employer_1,2579,975.92,2024-09-22,P0012
Employer_17,1159,1252.86,2024-12-04,P0043
Employer_22,3201,728.81,2024-03-29,P0006
Employer_34,3801,1069.49,2023-08-11,P0055
Employer_45,3228,347.41,2023-03-30,P0012
Employer_41,2203,959.16,2023-04-13,P0053
Employer_29,3424,272.47,2023-05-24,P0031
Employer_4,3823,193.27,2025-02-09,P0012
Employer_5,2191,1728.76,2023-05-07,P0010
Employer_11,2173,489.66,2024-08-26,P0040
Employer_21,3063,1192.8,2025-01-17,P0027
Employer_35,2114,383.07,2024-01-29,P0052
Employer_12,2143,598.8,2023-12-26,P0051
Employer_26,2979,786.54,2024-03-15,P0007
Employer_19,1252,372.99,2023-11-19,P0046
Employer_45,2432,187.33,2025-03-21,P0036
Employer_7,3078,1766.6,2023-05-24,P0033
Employer_47,1730,122.48,2023-09-11,P0027
Employer_7,3336,216.51,2023-10-11,P0008
Employer_26,1497,1629.64,2024-10-22,P0005
Employer_40,2428,635.82,2023-03-28,P0008
Employer_5,1547,1473.36,2023-09-12,P0040
Employer_21,1960,377.83,2024-07-20,P0060
Employer_14,1131,550.84,2024-09-07,P0021
Employer_4,2347,1188.28,2024-09-06,P0024
Employer_23,1857,1978.41,2025-01-08,P0007
Employer_42,2155,239.54,2024-09-14,P0019
Employer_20,3032,861.05,2023-10-19,P0031
Employer_15,1520,181.85,2025-03-08,P0036
Employer_50,1029,478.53,2024-12-08,P0027
Employer_45,3674,1824.19,2023-01-28,P0060
Employer_29,3051,283.27,2024-11-05,P0029
Employer_8,1508,1728.03,2023-11-05,P0023
Employer_41,2260,437.83,2023-07-30,P0020
Employer_48,2558,1737.39,2024-06-14,P0006
Employer_19,1015,1122.24,2024-09-13,P0012
Employer_48,1996,1768.59,2024-06-05,P0050
Employer_39,2607,388.24,2023-07-13,P0012
Employer_46,2839,1547.87,2025-02-04,P0050
Employer_28,3016,1393.33,2024-02-06,P0003
Employer_46,2253,1131.57,2023-10-30,P0042
Employer_27,2743,1640.12,2024-10-23,P0039
Employer_4,3310,1331.72,2023-02-25,P0035
Employer_15,2088,1766.39,2025-03-13,P0060
Employer_35,3312,824.02,2025-03-23,P0019
Employer_37,2361,1220.85,2023-09-03,P0045
Employer_1,1377,1754.14,2024-05-21,P0004
Employer_3,2198,508.15,2024-01-31,P0031
Employer_47,1475,1022.91,2023-04-26,P0042
Employer_24,2289,1925.41,2023-09-04,P0038
Employer_27,1328,999.84,2024-05-26,P0033
Employer_40,2839,580.38,2024-10-15,P0006
Employer_36,2186,767.04,2024-08-31,P0008
Employer_34,1437,1781.66,2023-03-14,P0028
Employer_29,2390,1914.28,2024-06-24,P0015
Employer_24,2773,1905.2,2023-01-13,P0031
Employer_24,2222,1427.99,2024-01-05,P0008
Employer_42,2523,1068.24,2023-11-21,P0054
Employer_4,3063,447.11,2023-05-16,P0006
Employer_3,2844,334.12,2024-02-01,P0029
Employer_34,2319,213.56,2024-08-05,P0051
Employer_49,1867,133.66,2024-03-06,P0046
Employer_23,3558,1768.42,2024-01-10,P0034
Employer_23,2811,1637.26,2024-07-13,P0007
Employer_45,1983,1178.86,2024-11-30,P0040
Employer_5,2262,1997.57,2023-06-26,P0010
Employer_31,3628,1910.8,2025-02-20,P0013
Employer_41,2324,1344.71,2024-04-27,P0022
Employer_6,3053,982.69,2025-02-27,P0021
Employer_37,2018,389.12,2023-03-16,P0052
Employer_10,2789,1079.63,2023-01-18,P0001
Employer_40,1806,399.71,2024-08-24,P0041
Employer_7,2893,857.06,2023-03-11,P0059
Employer_39,2409,1891.03,2023-01-15,P0042
Employer_38,3666,749.76,2023-09-26,P0052
Employer_21,2318,390.3,2023-08-09,P0002
Employer_20,2141,1206.55,2023-02-10,P0052
Employer_3,1404,1244.49,2023-03-03,P0029
Employer_22,2786,468.23,2025-03-19,P0011
Employer_47,1593,473.51,2024-02-12,P0037
Employer_4,3613,1980.14,2024-06-02,P0050
Employer_28,3799,562.23,2023-10-21,P0007
Employer_12,1011,1692.56,2024-10-05,P0035
Employer_38,3212,993.62,2024-12-30,P0030
Employer_36,3925,926.48,2024-05-28,P0016
Employer_47,2317,660.43,2025-02-24,P0015
Employer_41,2542,1570.27,2024-03-01,P0040
Employer_5,3125,1773.26,2024-03-09,P0020
Employer_13,1613,596.14,2024-12-19,P0028
Employer_23,2986,280.68,2024-02-16,P0059
Employer_50,1868,360.15,2023-03-26,P0037
Employer_30,1811,1606.33,2024-10-17,P0003
Employer_37,2822,928.07,2024-07-03,P0029
Employer_25,1766,350.64,2024-07-04,P0059
Employer_48,1081,746.55,2024-09-22,P0037
Employer_27,2744,1077.05,2023-06-06,P0009
Employer_14,3256,1718.9,2023-10-12,P0027
Employer_48,1521,1319.31,2023-03-27,P0032
Employer_47,2327,434.46,2023-11-14,P0048
Employer_36,1993,401.54,2023-03-22,P0046
Employer_39,3512,883.44,2024-06-07,P0050
Employer_16,2525,242.87,2023-07-28,P0039
Employer_22,2469,1535.6,2025-04-07,P0031
Employer_21,3675,862.76,2023-06-09,P0047
Employer_21,2513,751.75,2024-07-03,P0026
Employer_8,1780,1067.31,2023-12-01,P0040
Employer_49,2451,1447.02,2024-02-05,P0003
Employer_16,1558,1181.76,2024-08-23,P0011
Employer_31,3138,1624.57,2024-10-11,P0052
Employer_42,3037,1295.79,2025-02-20,P0029
Employer_10,2753,1597.14,2024-10-27,P0027
Employer_32,1859,1423.89,2024-11-28,P0058
Employer_34,2612,466.93,2024-10-20,P0050
Employer_9,1555,199.47,2023-03-09,P0047
Employer_17,1155,1816.45,2023-11-14,P0010
Employer_11,3049,1896.75,2024-12-16,P0057
Employer_32,2380,1481.17,2024-03-23,P0035
Employer_10,1824,1475.99,2025-01-17,P0047
Employer_22,2592,613.28,2023-09-02,P0057
Employer_17,3849,1130.64,2023-03-01,P0023
Employer_4,2081,1985.26,2023-09-08,P0006
Employer_48,2203,1726.67,2023-03-30,P0011
Employer_47,1492,678.35,2024-03-20,P0060
Employer_25,1668,671.99,2023-04-29,P0043
Employer_21,1074,1018.8,2024-04-09,P0051
Employer_37,3991,868.74,2024-09-18,P0027
Employer_38,1370,805.19,2024-09-15,P0055
Employer_49,1586,1291.25,2023-02-26,P0031
Employer_1,1328,121.84,2023-11-13,P0059
Employer_25,1589,1550.35,2024-11-13,P0030
Employer_36,2790,1506.1,2025-01-29,P0003
Employer_17,1776,1677.62,2024-11-04,P0013
Employer_41,3022,1698.76,2025-01-28,P0059
Employer_24,3351,1176.16,2023-06-29,P0054
Employer_2,1578,1582.14,2023-05-03,P0040
Employer_40,1220,1035.55,2023-01-13,P0021
Employer_15,2187,1907.91,2024-12-25,P0043
Employer_32,2503,462.33,2023-05-21,P0011
Employer_39,3422,1839.67,2024-12-19,P0045
Employer_6,2707,591.21,2023-01-12,P0003
Employer_1,2745,295.17,2023-06-17,P0038
Employer_47,1187,934.3,2024-05-23,P0031
Employer_23,2214,1268.34,2023-12-22,P0024
Employer_39,2109,538.88,2024-06-19,P0042
Employer_17,3521,1156.01,2024-06-13,P0051
Employer_34,1843,1635.0,2025-03-12,P0012
Employer_41,1530,588.46,2025-04-22,P0046
Employer_29,2070,1202.61,2025-01-08,P0043
Employer_9,1962,744.69,2023-09-23,P0027
Employer_13,3522,1106.56,2023-06-20,P0021
Employer_6,2169,1367.15,2024-01-16,P0025
Employer_6,3993,765.8,2023-05-10,P0030
Employer_20,2405,1989.52,2025-02-06,P0030
Employer_3,1516,1171.17,2025-03-10,P0058
Employer_17,2888,1666.48,2023-10-03,P0010
Employer_49,3473,1477.76,2025-01-20,P0003
Employer_12,2491,1720.33,2023-05-01,P0013
Employer_48,2117,430.22,2025-02-28,P0060
Employer_47,1132,522.85,2023-01-31,P0027
Employer_45,1313,1026.08,2023-12-10,P0018
Employer_1,1590,1719.42,2025-04-06,P0059
Employer_17,2543,475.45,2024-03-15,P0045
Employer_3,3206,1945.03,2023-10-06,P0024
Employer_26,3708,342.44,2024-06-20,P0046
Employer_15,2885,432.65,2023-03-07,P0014
Employer_36,2626,417.74,2023-09-27,P0039
Employer_32,1747,1213.41,2024-12-30,P0044
Employer_32,2497,1843.33,2024-08-13,P0057
Employer_4,1800,584.71,2024-10-04,P0004
Employer_18,3457,1150.77,2023-03-20,P0016
Employer_49,2497,433.97,2024-05-23,P0051
Employer_19,2379,1299.16,2024-04-11,P0010
Employer_43,1679,334.17,2024-06-07,P0048
Employer_35,3161,1033.49,2024-01-04,P0037
Employer_40,1896,1344.85,2023-02-26,P0027
Employer_14,2546,1200.34,2024-05-26,P0048
Employer_33,2793,366.0,2024-08-03,P0001
Employer_14,3112,406.61,2023-06-20,P0005
Employer_34,1683,1375.64,2024-01-12,P0013
Employer_4,2295,1636.93,2023-06-11,P0045
Employer_24,2685,1825.34,2023-09-19,P0003
Employer_29,2385,1645.86,2025-03-02,P0017
Employer_19,3193,1950.46,2023-04-16,P0019
Employer_6,1942,875.68,2024-08-10,P0037
Employer_33,2309,729.21,2024-11-21,P0005
Employer_49,2033,153.55,2025-01-10,P0047
Employer_40,3786,954.8,2023-04-29,P0042
Employer_19,3233,1337.61,2023-08-22,P0044
Employer_1,2620,1649.28,2025-01-28,P0024
Employer_5,3882,608.17,2024-06-05,P0043
Employer_27,1808,1075.82,2023-01-03,P0033
Employer_16,1170,1357.82,2023-02-15,P0055
Employer_6,3260,1148.05,2023-01-13,P0021
Employer_40,2553,620.64,2023-09-08,P0003
Employer_13,2595,1612.94,2023-02-17,P0004
Employer_48,2623,429.39,2024-04-28,P0051
Employer_35,1026,1819.46,2024-01-08,P0032
Employer_19,2013,1909.93,2024-01-28,P0024
Employer_12,2091,794.59,2023-06-03,P0052
Employer_16,3837,814.75,2023-07-03,P0035
Employer_43,1407,1512.23,2023-02-06,P0018
Employer_10,2132,966.95,2024-07-20,P0003
Employer_25,1073,154.36,2025-04-02,P0039
Employer_20,3625,1847.77,2025-01-01,P0054
Employer_31,1679,918.43,2025-01-28,P0026
Employer_4,2391,486.64,2024-11-02,P0060
Employer_44,3833,1155.76,2024-03-05,P0053
Employer_23,1848,515.92,2023-08-18,P0024
Employer_2,1869,491.44,2023-11-26,P0059
Employer_22,1236,1136.89,2023-09-12,P0001
Employer_37,3774,842.98,2024-03-02,P0051
Employer_8,3425,1188.69,2025-01-07,P0050
Employer_7,3708,1993.97,2023-11-24,P0034
Employer_14,3877,1732.13,2023-10-05,P0060
Employer_3,1905,114.57,2025-04-25,P0059
Employer_50,3423,196.06,2023-03-21,P0012
Employer_16,1618,1259.15,2024-08-08,P0017
Employer_19,3700,1289.89,2024-01-17,P0021
Employer_18,2032,1768.56,2023-05-03,P0021
Employer_16,3243,1295.21,2024-05-29,P0003
Employer_8,3854,532.66,2024-11-20,P0044
Employer_33,3940,990.18,2023-02-23,P0028
Employer_49,2313,1637.07,2023-07-03,P0025
Employer_12,3984,1853.37,2023-08-17,P0044
Employer_11,1846,550.14,2025-04-03,P0006
Employer_5,3865,1125.25,2024-06-12,P0042
Employer_27,2923,401.96,2023-02-17,P0030
Employer_12,3611,1044.3,2024-02-15,P0032
Employer_17,1633,271.22,2023-03-12,P0022
Employer_6,3726,1889.28,2024-04-21,P0058
Employer_33,2017,1312.31,2023-10-17,P0038
Employer_5,1007,1723.01,2025-03-03,P0014
Employer_28,2392,1996.76,2023-11-15,P0034
Employer_14,2068,447.07,2023-12-02,P0043
Employer_5,3391,1418.87,2023-03-30,P0047
Employer_33,2780,1785.27,2024-07-20,P0058
Employer_50,3843,1194.28,2024-04-12,P0026
Employer_48,2642,1315.42,2023-01-09,P0040
Employer_41,2216,874.58,2024-01-13,P0054
Employer_19,1848,1382.05,2023-07-25,P0013
Employer_22,2380,851.6,2023-10-26,P0030
Employer_5,1061,1005.58,2024-07-31,P0019
Employer_2,2085,295.53,2025-03-14,P0042
Employer_30,3469,114.84,2023-11-08,P0041
Employer_47,2817,204.79,2025-01-27,P0050
Employer_39,1632,465.79,2024-09-29,P0039
Employer_4,1791,967.55,2023-09-06,P0003
Employer_33,3598,139.89,2024-04-20,P0031
Employer_13,2300,396.28,2024-01-13,P0012
Employer_20,3653,1584.74,2024-08-28,P0015
Employer_7,2454,1548.12,2024-05-20,P0054
Employer_15,2138,1600.49,2025-03-02,P0053
Employer_23,2711,1850.93,2025-03-05,P0045
Employer_14,1524,326.23,2023-07-20,P0038
Employer_23,3020,409.97,2025-01-20,P0040
Employer_19,1898,733.75,2024-07-13,P0014
Employer_29,3210,1838.77,2025-02-17,P0035
Employer_20,1786,1573.41,2025-03-26,P0016
Employer_29,3957,715.83,2023-09-09,P0050
Employer_24,2360,266.51,2023-06-04,P0024
Employer_18,3426,1271.12,2023-01-07,P0017
Employer_10,1172,587.96,2024-02-24,P0018
Employer_41,1999,1109.19,2023-01-25,P0042
Employer_8,2810,1889.43,2023-08-27,P0017
Employer_26,1063,1187.97,2024-07-08,P0016
Employer_29,2345,1855.29,2023-12-21,P0021
Employer_10,1974,846.77,2024-10-13,P0024
Employer_17,1065,1303.37,2024-12-11,P0034
Employer_2,2866,1798.39,2023-01-10,P0052
Employer_6,2622,1217.18,2023-12-10,P0036
Employer_5,1457,1268.31,2023-01-02,P0043
Employer_28,2602,1460.99,2025-02-16,P0027
Employer_41,3500,1776.0,2024-11-04,P0039
Employer_5,2957,267.54,2024-01-21,P0017
Employer_18,2740,740.03,2025-01-25,P0025
Employer_26,2449,855.6,2025-01-14,P0051
Employer_20,2959,1828.45,2023-11-11,P0038
Employer_41,3225,1916.42,2023-04-17,P0042
Employer_49,2954,328.72,2023-07-30,P0021
Employer_27,1279,326.3,2024-06-26,P0004
Employer_49,3391,1876.24,2023-09-01,P0025
Employer_12,2040,661.97,2024-03-05,P0059
Employer_7,3343,559.45,2024-05-18,P0060
Employer_3,3249,167.68,2023-03-03,P0030
Employer_10,1961,623.63,2023-05-26,P0057
Employer_34,3731,1417.7,2024-12-29,P0033
Employer_25,2942,909.47,2023-10-14,P0039
Employer_35,2217,1082.05,2023-04-06,P0026
Employer_16,1374,1842.86,2023-02-14,P0025
Employer_2,2911,317.91,2023-08-26,P0053
Employer_24,1034,235.36,2024-06-16,P0016
Employer_10,2392,1718.67,2024-02-27,P0049
Employer_38,3076,1572.23,2024-12-18,P0024
Employer_22,1774,601.09,2024-01-17,P0005
Employer_26,1220,716.04,2024-04-14,P0054
Employer_43,3100,689.53,2025-02-04,P0055
Employer_39,3838,1330.84,2023-03-28,P0042
Employer_27,3123,216.3,2024-08-17,P0039
Employer_29,1493,1029.86,2023-04-08,P0013
Employer_47,2711,354.36,2024-06-01,P0030
Employer_38,3164,1657.5,2023-05-17,P0060
Employer_20,1279,823.26,2024-10-14,P0007
Employer_27,1745,1102.39,2025-04-19,P0047
Employer_41,3996,155.7,2024-02-08,P0017
Employer_20,3811,210.7,2023-03-18,P0055
Employer_44,3342,1382.6,2024-08-29,P0027
Employer_19,2474,1556.86,2024-08-04,P0035
Employer_20,2857,1449.07,2023-03-05,P0005
Employer_35,2541,1500.34,2024-03-21,P0042
Employer_47,2096,298.78,2024-11-09,P0005
Employer_2,3889,1417.56,2023-05-14,P0024
Employer_30,2059,445.32,2023-08-31,P0007
Employer_34,2922,286.23,2023-10-26,P0007
Employer_22,3005,1538.61,2023-09-25,P0054
Employer_3,1496,1789.87,2023-11-19,P0055
Employer_6,3253,1461.75,2025-03-31,P0014
Employer_15,3473,1630.59,2024-02-07,P0055
Employer_27,1043,1983.07,2024-12-18,P0015
Employer_10,2851,356.04,2025-05-01,P0005
Employer_9,3652,1933.79,2025-01-23,P0037
Employer_33,1453,1242.28,2023-12-01,P0004
Employer_32,1594,1645.18,2023-11-22,P0030
Employer_48,2356,1335.32,2024-04-08,P0020
Employer_6,1506,1183.07,2023-10-06,P0053
Employer_41,1793,1436.88,2023-08-28,P0026
Employer_36,1020,708.49,2023-03-18,P0009
Employer_2,2399,1856.12,2023-07-27,P0030
Employer_29,3667,319.06,2023-05-20,P0059
Employer_4,3461,704.26,2025-03-09,P0044
Employer_1,2094,159.21,2025-02-27,P0048
Employer_19,2427,615.51,2024-08-21,P0022
Employer_26,2585,514.6,2023-04-22,P0040
Employer_25,2814,194.3,2023-06-09,P0041
Employer_10,2420,1034.37,2023-04-19,P0044
Employer_15,1336,990.41,2023-06-18,P0030
Employer_22,2667,247.72,2024-04-05,P0020
Employer_48,1909,597.52,2024-04-22,P0028
Employer_21,1275,1911.31,2023-11-18,P0007
Employer_22,1891,310.4,2024-02-21,P0053
Employer_36,1012,679.54,2023-05-04,P0004
Employer_34,2026,168.14,2024-07-02,P0028
Employer_30,1973,382.89,2024-01-02,P0055
Employer_25,1174,1428.85,2025-02-27,P0035
Employer_45,2408,796.76,2023-08-01,P0033
Employer_28,2625,958.95,2024-04-07,P0007
Employer_1,2943,398.26,2023-11-12,P0009
Employer_49,3288,1396.07,2024-04-19,P0034
Employer_45,1546,1527.89,2023-09-29,P0039
Employer_4,3061,444.11,2023-05-03,P0042
Employer_7,2218,185.49,2023-04-03,P0034
Employer_49,2420,253.79,2023-06-11,P0013
Employer_9,2454,1348.39,2025-04-06,P0029
Employer_36,3772,357.47,2024-12-03,P0035
Employer_19,2433,1038.45,2023-11-08,P0045
Employer_1,1002,390.02,2025-04-26,P0010
Employer_10,3738,423.28,2024-12-22,P0030
Employer_36,2842,108.28,2024-12-14,P0044
Employer_9,1746,709.57,2024-09-09,P0026
Employer_45,3816,270.61,2023-02-11,P0035
Employer_46,1871,848.53,2023-08-09,P0028
Employer_42,1494,1235.79,2023-12-02,P0029
Employer_32,3464,798.31,2023-06-01,P0052
Employer_32,2414,1439.66,2023-04-04,P0006
Employer_6,1627,1508.76,2024-12-29,P0003
Employer_48,2075,1423.55,2023-09-12,P0029
Employer_38,1141,1879.76,2023-12-31,P0057
Employer_17,2487,550.86,2024-02-10,P0002
Employer_10,1045,459.97,2024-06-09,P0055
Employer_50,3891,1258.45,2023-02-20,P0022
Employer_27,3057,1230.27,2024-11-24,P0046
Employer_50,1663,1069.19,2023-11-03,P0047
Employer_35,1572,108.27,2023-09-24,P0050
Employer_21,3029,1154.95,2025-04-19,P0027
Employer_25,2553,1872.32,2023-06-28,P0051
Employer_28,2621,735.7,2023-02-01,P0022
Employer_47,3696,1938.44,2024-02-19,P0010
Employer_15,1912,777.84,2024-04-08,P0052
Employer_4,1639,365.72,2024-07-23,P0049
Employer_29,3663,856.97,2025-02-05,P0049
Employer_9,3745,1039.76,2024-07-17,P0019
Employer_27,1908,1295.98,2023-09-13,P0024
Employer_26,3225,1059.27,2023-04-07,P0027
Employer_19,1868,1119.77,2024-04-18,P0036
Employer_28,2029,145.73,2023-04-15,P0043
Employer_17,1852,581.88,2025-04-03,P0017
Employer_43,1306,690.32,2025-03-23,P0056
Employer_41,3595,1975.47,2023-05-24,P0010
Employer_42,3374,661.58,2023-05-05,P0054
Employer_50,2816,1803.5,2023-01-13,P0017
Employer_20,1394,679.0,2023-03-05,P0044
Employer_45,3347,282.61,2025-04-30,P0010
Employer_40,1748,570.47,2025-03-10,P0010
Employer_39,3332,618.37,2023-08-16,P0038
Employer_49,1329,1958.67,2023-05-14,P0017
Employer_23,3097,1381.15,2023-07-22,P0026
Employer_47,3031,1870.19,2025-04-23,P0026
Employer_32,1772,1686.49,2024-02-15,P0051
Employer_47,2645,1199.34,2024-01-17,P0034
Employer_33,2732,1383.24,2024-12-03,P0004
Employer_46,1377,1287.19,2024-10-07,P0050
Employer_5,2787,1365.9,2024-10-22,P0027
Employer_43,2623,603.07,2023-03-28,P0021
Employer_48,1999,875.44,2024-08-19,P0036
Employer_34,2848,1225.97,2024-08-23,P0038
Employer_40,2561,168.26,2023-09-23,P0046
Employer_11,1773,1017.39,2025-04-12,P0031
Employer_50,2083,1733.48,2023-03-18,P0007
Employer_3,3915,1035.5,2023-01-23,P0044
Employer_33,2803,1149.41,2023-03-08,P0034
Employer_11,2098,483.62,2023-07-22,P0018
Employer_16,3050,1609.25,2024-10-23,P0024
Employer_18,2598,781.87,2024-03-30,P0013
Employer_30,1747,1917.52,2025-04-08,P0013
Employer_48,2471,1988.06,2023-05-12,P0025
Employer_10,2764,1840.4,2023-04-05,P0005
Employer_18,3322,261.27,2025-04-29,P0039
Employer_38,2553,733.05,2025-04-08,P0029
Employer_19,2615,1895.76,2023-12-06,P0044
Employer_36,3262,1628.61,2023-05-06,P0057
Employer_13,2508,1831.25,2023-02-13,P0046
Employer_46,1328,1187.85,2024-04-17,P0033
Employer_3,3302,1012.76,2023-02-21,P0024
Employer_10,2410,302.34,2023-06-22,P0010
Employer_38,1125,1695.0,2024-08-10,P0058
Employer_1,1766,1515.77,2024-03-19,P0025
Employer_27,2573,211.87,2025-04-21,P0041
Employer_46,2227,497.89,2025-01-11,P0010
Employer_8,2195,1158.83,2024-02-09,P0039
Employer_46,2758,1400.36,2024-05-23,P0016
Employer_42,1216,361.57,2023-01-31,P0060
Employer_17,2359,565.17,2024-01-27,P0028
Employer_9,2321,466.91,2024-11-30,P0012
Employer_6,1831,517.99,2024-03-12,P0044
Employer_43,1181,1849.35,2023-06-26,P0058
Employer_25,1333,1460.06,2023-12-29,P0032
Employer_39,1510,1500.5,2023-08-08,P0051
Employer_49,1382,1608.59,2023-07-11,P0029
Employer_28,2896,777.49,2023-10-09,P0045
Employer_33,1331,1557.65,2023-10-14,P0053
Employer_37,2188,1958.99,2024-04-01,P0050
Employer_9,2265,1426.95,2023-06-02,P0027
Employer_18,1899,891.83,2023-02-05,P0026
Employer_21,1641,1461.08,2024-09-20,P0003
Employer_2,2250,1811.51,2024-09-26,P0026
Employer_43,1633,344.65,2024-09-23,P0039
Employer_38,3498,604.06,2023-09-09,P0001
Employer_40,1195,1846.66,2024-10-24,P0035
Employer_36,2893,1897.84,2023-10-30,P0053
Employer_50,1457,1019.86,2024-05-25,P0027
Employer_43,1829,811.65,2024-02-26,P0046
Employer_37,3304,637.29,2024-07-17,P0004
Employer_15,3056,1047.63,2024-05-05,P0019
Employer_28,3808,1875.61,2023-03-04,P0022
Employer_18,3996,384.64,2023-03-31,P0060
Employer_34,2224,897.68,2023-10-14,P0006
Employer_22,1886,1832.05,2024-01-28,P0052
Employer_11,1392,763.33,2023-05-21,P0009
Employer_13,2675,1559.35,2024-03-05,P0011
Employer_4,3446,839.59,2023-07-24,P0022
Employer_22,3378,1629.36,2024-10-20,P0047
Employer_7,3527,1963.9,2025-03-27,P0009
Employer_43,3181,836.86,2024-06-22,P0029
Employer_24,1915,1705.69,2023-09-13,P0043
Employer_4,1934,1977.99,2024-10-07,P0058
Employer_28,1354,1969.28,2025-04-01,P0010
Employer_15,3631,924.17,2024-07-10,P0034
Employer_1,2521,1022.95,2025-03-24,P0031
Employer_3,3672,676.46,2023-01-20,P0022
Employer_14,3337,696.64,2024-01-27,P0046
Employer_38,3872,1035.69,2025-03-11,P0004
Employer_50,1628,480.99,2024-12-31,P0002
Employer_1,3679,1451.13,2024-01-03,P0005
Employer_38,2170,1118.99,2024-05-06,P0046
Employer_38,1326,1806.33,2024-07-11,P0015
Employer_21,2438,1640.11,2025-03-11,P0019
Employer_48,3257,712.7,2024-05-11,P0038
Employer_29,2421,1061.03,2023-12-19,P0059
Employer_5,2126,1525.98,2024-08-02,P0015
Employer_49,3683,467.08,2024-05-29,P0046
Employer_10,2780,160.04,2023-11-26,P0008
Employer_28,2531,1719.38,2024-02-02,P0020
Employer_21,2914,361.35,2023-10-04,P0012
Employer_50,3915,1789.88,2023-07-04,P0004
Employer_7,2232,1835.86,2023-01-27,P0053
Employer_3,2956,975.33,2023-11-23,P0038
Employer_45,3475,1632.89,2024-09-03,P0043
Employer_47,1392,790.06,2023-08-13,P0055
Employer_20,1825,1730.7,2023-01-31,P0054
Employer_19,3963,1666.9,2025-04-10,P0039
Employer_35,2912,249.18,2025-03-08,P0057
Employer_4,3395,1206.94,2023-10-15,P0036
Employer_5,1049,1316.0,2023-03-01,P0058
Employer_1,3963,101.63,2025-04-08,P0015
Employer_4,2396,1961.84,2024-04-28,P0001
Employer_12,2050,872.48,2024-06-26,P0031
Employer_27,1799,1082.95,2024-01-02,P0009
Employer_42,2792,470.13,2025-02-24,P0023
Employer_23,3696,1260.75,2024-08-21,P0052
Employer_25,2363,1640.18,2023-08-27,P0026
Employer_21,3348,1213.2,2023-06-13,P0040
Employer_24,2565,1597.27,2023-04-13,P0044
Employer_25,3213,1489.11,2023-09-11,P0039
Employer_45,3363,551.55,2024-11-03,P0060
Employer_46,1000,928.04,2023-09-04,P0018
Employer_32,2019,382.39,2023-09-30,P0033
Employer_32,2284,179.68,2024-06-30,P0041
Employer_5,1062,219.83,2025-04-15,P0039
Employer_36,3530,1890.75,2025-03-21,P0014
Employer_46,2869,1970.62,2025-01-24,P0058
Employer_42,3269,280.46,2023-02-27,P0001
Employer_49,1151,736.87,2025-02-21,P0013
Employer_42,1643,317.4,2023-08-13,P0052
Employer_39,1625,1685.03,2024-08-12,P0015
Employer_16,1216,1042.96,2025-03-27,P0037
Employer_33,1195,1280.4,2024-02-02,P0005
Employer_49,2014,1125.83,2023-12-30,P0014
Employer_21,3694,1449.48,2023-06-27,P0014
Employer_9,3755,706.35,2023-06-30,P0046
Employer_6,2521,361.24,2023-08-31,P0005
Employer_45,2578,133.48,2024-08-29,P0011
Employer_35,2080,946.82,2023-11-22,P0032
Employer_39,2527,1824.89,2025-04-05,P0051
Employer_22,1721,680.01,2025-01-25,P0005
Employer_41,2607,472.32,2024-12-15,P0036
